x,y,Especie,Subespecie,Nombre_com,Total,Lugar,latitude,longitude,Plataforma,Continent,objectid_1,objectid,cod_catalo,codigo_dta,provincia,canton,distrito,area,cod_provin,cod_canton,region,version
316515.523,1102189.507,Alouatta palliata,No,Mono Congo,14,"Guanacaste Province, Costa Rica",9.963666,-85.673284,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
316069.4879,1102222.916,Alouatta palliata,No,Mono Congo,1,"Guanacaste Province, Costa Rica",9.963948,-85.677352,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
317274.9485,1103486.181,Alouatta palliata,No,Mono Congo,1,"Santa Marta, Provincia de Guanacaste, Nosara, Costa Rica",9.97542,-85.66642,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
318574.8689,1103558.21,Alouatta palliata,No,Mono Congo,1,"Nosara Airport, Nicoya, Guanacaste, CR",9.97613,-85.654572,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
319229.0675,1103953.583,Alouatta palliata,No,Mono Congo,1,Nosara,9.979733,-85.648625,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
319229.0848,1103953.587,Alouatta palliata,No,Mono Congo,1,"Costa Rica, Guanacaste, Nosara",9.979733,-85.648625,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
319195.5607,1104212.798,Cebus  imitator,No,Mono Carablanca,1,"Nosara, Nicoya, Guanacaste, CR",9.982074,-85.648942,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
319216.2662,1104213.588,Alouatta palliata,No,Mono Congo,1,"Nosara, Nicoya, Guanacaste, CR",9.982082,-85.648754,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
319209.1422,1104215.725,Alouatta palliata,No,Mono Congo,1,"Nosara, Nicoya, Guanacaste, CR",9.982101,-85.648819,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
319191.2576,1104217.353,Alouatta palliata,No,Mono Congo,1,"Nosara, Nicoya, Guanacaste, CR",9.982115,-85.648982,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
319213.3572,1104217.564,Alouatta palliata,No,Mono Congo,1,"Nosara, Nicoya, Guanacaste, CR",9.982118,-85.64878,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
319205.5572,1104218.218,Alouatta palliata,No,Mono Congo,1,"Nosara, Nicoya, Guanacaste, CR",9.982124,-85.648852,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
319194.5146,1104228.077,Alouatta palliata,No,Mono Congo,1,"Nosara, Nicoya, Guanacaste, CR",9.982212,-85.648953,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
319215.0472,1104229.272,Alouatta palliata,No,Mono Congo,1,"Nosara, Nicoya, Guanacaste, CR",9.982224,-85.648766,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
411883.8673,1104481.945,Alouatta palliata,No,Mono Congo,1,"Provincia de Puntarenas, Pitahaya, Costa Rica",9.987617,-84.803716,iNaturalist,Si,299,314,160105,60102,Puntarenas,Puntarenas,Pitahaya,110,6,601,Pacífico Central,20200616
318425.2921,1104859.213,Cebus  imitator,No,Mono Carablanca,1,"Guanacaste Province, Nosara, Costa Rica",9.987882,-85.655995,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
318638.6069,1104887.045,Alouatta palliata,No,Mono Congo,20,"Guanacaste Province, Nosara, Costa Rica",9.988143,-85.654051,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
318639.716,1104888.011,Cebus  imitator,No,Mono Carablanca,1,"Guanacaste Province, Nosara, Costa Rica",9.988152,-85.654041,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
317171.3601,1105046.616,Alouatta palliata,No,Mono Congo,1,"Guanacaste Province, Costa Rica",9.989519,-85.667436,iNaturalist,Si,409,286,160105,50206,Guanacaste,Nicoya,Nosara,134,5,502,Chorotega,20200616
431511.593,1105901.256,Alouatta palliata,No,Mono Congo,11,"Provincia de Puntarenas, Macacona, Costa Rica",10.000833,-84.624722,iNaturalist,Si,270,279,160105,60203,Puntarenas,Esparza,Macacona,34,6,602,Pacífico Central,20200616
432262.0333,1107483.537,Cebus  imitator,No,Mono Carablanca,3,"Provincia de Puntarenas, Macacona, Costa Rica",10.015152,-84.617904,iNaturalist,Si,270,279,160105,60203,Puntarenas,Esparza,Macacona,34,6,602,Pacífico Central,20200616
466588.839,1107836.437,Alouatta palliata,No,Mono Congo,5,"Grecia, Alajuela, CR",10.018777,-84.304784,iNaturalist,Si,314,330,160105,20305,Alajuela,Grecia,Tacares,25,2,203,Central,20200616
466595.2132,1107846.216,Alouatta palliata,No,Mono Congo,4,"Grecia, Alajuela, CR",10.018866,-84.304725,iNaturalist,Si,314,330,160105,20305,Alajuela,Grecia,Tacares,25,2,203,Central,20200616
467530.8756,1108085.316,Cebus  imitator,No,Mono Carablanca,13,"Grecia, Alajuela, CR",10.021036,-84.296192,iNaturalist,Si,274,283,160105,20804,Alajuela,Poás,Carrillos,10,2,208,Central,20200616
466596.0785,1108095.924,Alouatta palliata,No,Mono Congo,3,"Vía 717, Grecia, Alajuela, CR",10.021124,-84.30472,iNaturalist,Si,314,330,160105,20305,Alajuela,Grecia,Tacares,25,2,203,Central,20200616
429738.3398,1108737.779,Alouatta palliata,No,Mono Congo,9,"Provincia de Puntarenas, Costa Rica",10.026448,-84.640947,iNaturalist,Si,309,324,160105,60205,Puntarenas,Esparza,San Jerónimo,49,6,602,Pacífico Central,20200616
432219.4683,1109176.702,Cebus  imitator,No,Mono Carablanca,10,"Puntarenas Province, Macacona, Costa Rica",10.03046,-84.618322,iNaturalist,Si,270,279,160105,60203,Puntarenas,Esparza,Macacona,34,6,602,Pacífico Central,20200616
312198.9433,1110152.69,Alouatta palliata,No,Mono Congo,1,"Pachamama, Guanacaste Province, Costa Rica",10.035436,-85.713014,iNaturalist,Si,416,331,160105,50306,Guanacaste,Santa Cruz,Cuajiniquil,218,5,503,Chorotega,20200616
447737.0289,1110510.194,Alouatta palliata,No,Mono Congo,7,"San Ramón, Alajuela, CR",10.04275,-84.476786,iNaturalist,Si,292,306,160105,20206,Alajuela,San Ramón,San Rafael,31,2,202,Central,20200616
447945.1926,1113490.054,Alouatta palliata,No,Mono Congo,5,"San Ramón, Alajuela, CR",10.069695,-84.474926,iNaturalist,Si,292,306,160105,20206,Alajuela,San Ramón,San Rafael,31,2,202,Central,20200616
419303.301,1114813.263,Alouatta palliata,No,Mono Congo,16,"Final Calle Las Brujas, Puntarenas Province, Miramar, Costa Rica",10.08118,-84.736257,iNaturalist,Si,326,343,160105,60401,Puntarenas,Montes de Oro,Miramar,111,6,604,Pacífico Central,20200616
419320.3555,1114847.143,Alouatta palliata,No,Mono Congo,5,"Provincia de Puntarenas, Miramar, Costa Rica",10.081487,-84.736102,iNaturalist,Si,326,343,160105,60401,Puntarenas,Montes de Oro,Miramar,111,6,604,Pacífico Central,20200616
451686.1498,1114888.857,Alouatta palliata,No,Mono Congo,12,"San Ramón, Alajuela, CR",10.08239,-84.440813,iNaturalist,Si,300,315,160105,20207,Alajuela,San Ramón,San Isidro,9,2,202,Central,20200616
447087.5581,1115255.766,Alouatta palliata,No,Mono Congo,14,"San Ramón, Alajuela, CR",10.085649,-84.482774,iNaturalist,Si,302,317,160105,20209,Alajuela,San Ramón,Alfaro,18,2,202,Central,20200616
395338.0706,1116656.102,Alouatta palliata,No,Mono Congo,1,"Provincia de Puntarenas, Manzanillo, Costa Rica",10.09728,-84.954941,iNaturalist,Si,417,358,160105,60106,Puntarenas,Puntarenas,Manzanillo,60,6,601,Pacífico Central,20200616
562051.9198,1119021.84,Alouatta palliata,No,Mono Congo,10,"Limón, Costa Rica",10.119567,-83.43378,iNaturalist,Si,346,365,160105,70302,Limón,Siquirres,Pacuarito,220,7,703,Huetar Caribe,20200616
550320.8251,1120086.045,Alouatta palliata,No,Mono Congo,3,"Limón, Costa Rica",10.129355,-83.540809,iNaturalist,Si,359,380,160105,70305,Limón,Siquirres,El Cairo,107,7,703,Huetar Caribe,20200616
399030.1731,1124221.545,Cebus  imitator,No,Mono Carablanca,1,"Guanacaste Province, Costa Rica",10.165773,-84.921452,iNaturalist,Si,425,395,160105,50701,Guanacaste,Abangares,Las Juntas,229,5,507,Chorotega,20200616
348152.5753,1128776.97,Alouatta palliata,No,Mono Congo,1,"Provincia de Guanacaste, Costa Rica",10.205315,-85.385862,iNaturalist,Si,424,393,160105,50203,Guanacaste,Nicoya,San Antonio,340,5,502,Chorotega,20200616
325128.9201,1128887.157,Alouatta palliata,No,Mono Congo,7,"Província de Guanacaste, Costa Rica",10.205351,-85.595943,iNaturalist,Si,484,478,160105,50301,Guanacaste,Santa Cruz,Santa Cruz,289,5,503,Chorotega,20200616
306457.8982,1134420.526,Alouatta palliata,No,Mono Congo,9,"Santa Cruz, Guanacaste, CR",10.254481,-85.766566,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
307074.1864,1135666.71,Alouatta palliata,No,Mono Congo,15,"Província de Guanacaste, Costa Rica",10.265774,-85.761005,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
416850.1691,1135916.528,Ateles geoffroyi,No,Mono Araña,18,Costa Rica,10.271923,-84.759088,iNaturalist,Si,377,411,160105,20213,Alajuela,San Ramón,Peñas Blancas,247,2,202,Huetar Norte,20200616
562884.1878,1136117.132,Ateles geoffroyi,No,Mono Araña,2,"Limón, CR",10.274117,-83.425909,iNaturalist,Si,366,388,160105,70307,Limón,Siquirres,Reventazón,190,7,703,Huetar Caribe,20200616
310114.2077,1136574.804,Alouatta palliata,No,Mono Congo,7,"Província de Guanacaste, Costa Rica",10.27413,-85.733309,iNaturalist,Si,421,387,160105,50303,Guanacaste,Santa Cruz,Veintisiete de Abril,303,5,503,Chorotega,20200616
339557.2044,1136667.949,Alouatta palliata,No,Mono Congo,7,"Vía 150, Nicoya, Guanacaste, CR",10.276297,-85.464619,iNaturalist,Si,424,393,160105,50203,Guanacaste,Nicoya,San Antonio,340,5,502,Chorotega,20200616
302936.8863,1136867.307,Alouatta palliata,No,Mono Congo,17,"Província de Guanacaste, Costa Rica",10.276417,-85.798818,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
398203.7768,1137244.842,Alouatta palliata,No,Mono Congo,1,"La Sierra, Provincia de Guanacaste, Costa Rica",10.283489,-84.929335,iNaturalist,Si,371,400,160105,50702,Guanacaste,Abangares,Sierra,112,5,507,Chorotega,20200616
307198.5893,1137999.107,Alouatta palliata,No,Mono Congo,7,"Província de Guanacaste, Costa Rica",10.286859,-85.759986,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
378916.8817,1137749.734,Alouatta palliata,No,Mono Congo,3,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.2875,-85.105408,iNaturalist,Si,425,395,160105,50701,Guanacaste,Abangares,Las Juntas,229,5,507,Chorotega,20200616
305489.6448,1138095.62,Alouatta palliata,No,Mono Congo,7,"Província de Guanacaste, Costa Rica",10.287646,-85.775586,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
306834.9933,1138140.691,Alouatta palliata,No,Mono Congo,1,"Província de Guanacaste, Costa Rica",10.28812,-85.763311,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
304137.615,1138217.162,Alouatta palliata,No,Mono Congo,8,"Black Stallion Eco Park & Estates, Tamarindo, Santa Cruz, Costa Rica, Provincia de Guanacaste, Costa Rica",10.288677,-85.78793,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
311596.7925,1138193.16,Alouatta palliata,No,Mono Congo,1,"El Trapiche, Provincia de Guanacaste, Costa Rica",10.288828,-85.719859,iNaturalist,Si,421,387,160105,50303,Guanacaste,Santa Cruz,Veintisiete de Abril,303,5,503,Chorotega,20200616
311777.2792,1138566.938,Alouatta palliata,No,Mono Congo,18,"Província de Guanacaste, Costa Rica",10.292215,-85.718231,iNaturalist,Si,421,387,160105,50303,Guanacaste,Santa Cruz,Veintisiete de Abril,303,5,503,Chorotega,20200616
303102.7528,1138647.975,Alouatta palliata,No,Mono Congo,8,"Província de Guanacaste, Costa Rica",10.292518,-85.797395,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
298126.4728,1138989.843,Alouatta palliata,No,Mono Congo,3,"Calle Valencia, Tamarindo, Provincia di Guanacaste, CR",10.295352,-85.842824,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
298166.3006,1139014.31,Alouatta palliata,No,Mono Congo,1,"Calle Valencia, Tamarindo, Provincia di Guanacaste, CR",10.295575,-85.842462,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
297864.9555,1139084.719,Alouatta palliata,No,Mono Congo,1,"Tamarindo, Provincia di Guanacaste, CR",10.296196,-85.845215,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
509903.7434,1138506.394,Cebus  imitator,imitator,Mono Carablanca,6,"Heredia, Sarapiquí, Costa Rica",10.296215,-83.909578,iNaturalist,Si,378,412,160105,41003,Heredia,Sarapiquí,Las Horquetas,565,4,410,Huetar Norte,20200616
306752.981,1139136.23,Alouatta palliata,No,Mono Congo,11,"Província de Guanacaste, Costa Rica",10.297114,-85.76411,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
412849.0565,1139323.75,Cebus  imitator,No,Mono Carablanca,1,Reserva biológica Bosque Nuboso Monteverde,10.30264,-84.79569,iNaturalist,Si,368,390,160105,60109,Puntarenas,Puntarenas,Monte Verde,53,6,601,Pacífico Central,20200616
511669.6344,1139278.347,Alouatta palliata,No,Mono Congo,9,"Heredia, Sarapiquí, Costa Rica",10.30319,-83.893453,iNaturalist,Si,378,412,160105,41003,Heredia,Sarapiquí,Las Horquetas,565,4,410,Huetar Norte,20200616
298784.8148,1140189.466,Alouatta palliata,No,Mono Congo,14,"Guanacaste Province, Tamarindo, Costa Rica",10.306227,-85.836879,iNaturalist,Si,427,397,160105,50309,Guanacaste,Santa Cruz,Tamarindo,126,5,503,Chorotega,20200616
511349.8434,1139687.727,Alouatta palliata,No,Mono Congo,3,"Heredia, La Villalobos, Costa Rica",10.306893,-83.896371,iNaturalist,Si,378,412,160105,41003,Heredia,Sarapiquí,Las Horquetas,565,4,410,Huetar Norte,20200616
374046.2779,1140433.137,Alouatta palliata,No,Mono Congo,4,"Provincia de Guanacaste, Costa Rica",10.311603,-85.149955,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
374038.4689,1140467.685,Cebus  imitator,No,Mono Carablanca,27,"Provincia de Guanacaste, Costa Rica",10.311915,-85.150027,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
369299.5549,1140571.875,Cebus  imitator,No,Mono Carablanca,6,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.3127,-85.193291,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
374676.0639,1140924.905,Cebus  imitator,No,Mono Carablanca,15,"Caóas, Guanacaste, CR",10.316069,-85.144222,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
374346.5002,1141050.626,Cebus  imitator,No,Mono Carablanca,14,"Provincia de Guanacaste, Costa Rica",10.317195,-85.147234,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
374303.5646,1141122.937,Alouatta palliata,No,Mono Congo,9,"Provincia de Guanacaste, Costa Rica",10.317847,-85.147629,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
374490.8074,1141185.811,Alouatta palliata,No,Mono Congo,9,"Provincia de Guanacaste, Costa Rica",10.318422,-85.145922,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
374557.865,1141369.399,Cebus  imitator,No,Mono Carablanca,14,"Caóas, Guanacaste, CR",10.320083,-85.145315,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
366624.1341,1141863.687,Alouatta palliata,No,Mono Congo,15,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.324287,-85.217758,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
366637.5002,1141873.776,Cebus  imitator,No,Mono Carablanca,8,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.324378,-85.217637,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
374817.0194,1142312.21,Alouatta palliata,No,Mono Congo,7,"Caóas, CR-GU, CR",10.328615,-85.14298,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
374384.4219,1142356.15,Alouatta palliata,No,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.328998,-85.146931,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
364007.903,1142435.173,Cebus  imitator,No,Mono Carablanca,3,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.329362,-85.241662,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
409288.7599,1142301.123,Cebus  imitator,No,Mono Carablanca,1,"Puntarenas Province, Monteverde, Costa Rica",10.329476,-84.828264,iNaturalist,Si,368,390,160105,60109,Puntarenas,Puntarenas,Monte Verde,53,6,601,Pacífico Central,20200616
409234.5153,1142317.069,Cebus  imitator,No,Mono Carablanca,1,"Puntarenas Province, Monteverde, Costa Rica",10.329619,-84.828759,iNaturalist,Si,368,390,160105,60109,Puntarenas,Puntarenas,Monte Verde,53,6,601,Pacífico Central,20200616
375110.1073,1142448.495,Cebus  imitator,No,Mono Carablanca,17,"Caóas, CR-GU, CR",10.329856,-85.140309,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
409341.3367,1142436.087,Alouatta palliata,No,Mono Congo,1,"Puntarenas Province, Monteverde, Costa Rica",10.330697,-84.827787,iNaturalist,Si,368,390,160105,60109,Puntarenas,Puntarenas,Monte Verde,53,6,601,Pacífico Central,20200616
409423.5855,1142463.079,Alouatta palliata,No,Mono Congo,1,"Puntarenas Province, Monteverde, Costa Rica",10.330943,-84.827037,iNaturalist,Si,368,390,160105,60109,Puntarenas,Puntarenas,Monte Verde,53,6,601,Pacífico Central,20200616
409429.5461,1142464.802,Alouatta palliata,No,Mono Congo,1,"Puntarenas Province, Monteverde, Costa Rica",10.330959,-84.826982,iNaturalist,Si,368,390,160105,60109,Puntarenas,Puntarenas,Monte Verde,53,6,601,Pacífico Central,20200616
409435.0502,1142465.645,Alouatta palliata,No,Mono Congo,1,"Puntarenas Province, Monteverde, Costa Rica",10.330967,-84.826932,iNaturalist,Si,368,390,160105,60109,Puntarenas,Puntarenas,Monte Verde,53,6,601,Pacífico Central,20200616
375322.1493,1142576.464,Alouatta palliata,No,Mono Congo,11,"Provincia de Guanacaste, Costa Rica",10.33102,-85.138377,iNaturalist,Si,429,402,160105,50603,Guanacaste,Cañas,San Miguel,121,5,506,Chorotega,20200616
409418.3066,1142476.142,Alouatta palliata,No,Mono Congo,1,"Puntarenas Province, Monteverde, Costa Rica",10.331061,-84.827085,iNaturalist,Si,368,390,160105,60109,Puntarenas,Puntarenas,Monte Verde,53,6,601,Pacífico Central,20200616
301122.066,1142982.56,Alouatta palliata,No,Mono Congo,18,"Província de Guanacaste, Costa Rica",10.331589,-85.815695,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
368482.625,1142695.136,Alouatta palliata,No,Mono Congo,1,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.331866,-85.200821,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
368485.1563,1142701.562,Alouatta palliata,No,Mono Congo,1,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.331924,-85.200798,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
368484.3226,1142702.093,Alouatta palliata,No,Mono Congo,2,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.331929,-85.200806,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
368418.7028,1142808.999,Alouatta palliata,No,Mono Congo,9,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.332893,-85.201408,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
368417.9187,1142822.716,Alouatta palliata,No,Mono Congo,2,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.333017,-85.201416,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
373922.4062,1142843.35,Alouatta palliata,No,Mono Congo,7,"Provincia de Guanacaste, Costa Rica",10.333387,-85.151165,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
374003.9816,1142876.405,Cebus  imitator,No,Mono Carablanca,13,"Provincia de Guanacaste, Costa Rica",10.333689,-85.150421,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
301041.2118,1143415.603,Alouatta palliata,No,Mono Congo,34,"Província de Guanacaste, Costa Rica",10.335498,-85.816455,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
301262.0703,1143525.378,Alouatta palliata,No,Mono Congo,14,"Província de Guanacaste, Costa Rica",10.336502,-85.814445,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
411406.4644,1143185.024,Alouatta palliata,No,Mono Congo,9,"Provincia de Puntarenas, Monteverde, Costa Rica",10.337516,-84.808949,iNaturalist,Si,376,408,160105,50802,Guanacaste,Tilarán,Quebrada Grande,85,5,508,Chorotega,20200616
297989.8931,1143881.533,Alouatta palliata,No,Mono Congo,15,"Playa Grande, Provincia de Guanacaste, Costa Rica",10.339551,-85.844328,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
373728.6417,1143689.211,Alouatta palliata,No,Mono Congo,22,"Provincia de Guanacaste, Costa Rica",10.341027,-85.152962,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
303172.9792,1144233.95,Alouatta palliata,No,Mono Congo,8,"Província de Guanacaste, Costa Rica",10.343003,-85.797041,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
412813.9871,1143867.357,Cebus  imitator,No,Mono Carablanca,7,Reserva de Santa Elena,10.343717,-84.796114,iNaturalist,Si,382,419,160105,50803,Guanacaste,Tilarán,Tronadora,140,5,508,Chorotega,20200616
374087.3145,1144003.552,Alouatta palliata,No,Mono Congo,15,"Reserva Forestal Taboga, Caóas, Guanacaste, CR",10.343881,-85.149698,iNaturalist,Si,422,391,160105,50605,Guanacaste,Cañas,Porozal,108,5,506,Chorotega,20200616
300859.1818,1144357.55,Alouatta palliata,No,Mono Congo,10,"Província de Guanacaste, Costa Rica",10.344001,-85.818165,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
353458.9543,1144215.564,Alouatta palliata,No,Mono Congo,1,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.34507,-85.338028,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
353431.4064,1144220.289,Cebus  imitator,No,Mono Carablanca,12,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.345112,-85.33828,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
371268.0085,1144267.664,Alouatta palliata,No,Mono Congo,1,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.346175,-85.175446,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
299919.5013,1144613.587,Alouatta palliata,No,Mono Congo,11,"Província de Guanacaste, Costa Rica",10.346267,-85.826755,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
352435.8923,1144400.565,Alouatta palliata,No,Mono Congo,1,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.346703,-85.347375,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
371335.3372,1144396.545,Cebus  imitator,No,Mono Carablanca,5,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.347342,-85.174835,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
371335.5634,1144457.944,Alouatta palliata,No,Mono Congo,12,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.347898,-85.174835,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
371143.3871,1144465.51,Cebus  imitator,No,Mono Carablanca,2,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.34796,-85.17659,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
371143.3871,1144465.51,Cebus  imitator,No,Mono Carablanca,8,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.34796,-85.17659,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
371407.5675,1144495.025,Alouatta palliata,No,Mono Congo,6,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.348235,-85.174179,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
