ID,x,y,Especie,Subespecie,Nombre común,Total,Lugar,lat,lng,id
395,393921.4221,1167946.475,Alouatta palliata,,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.560927,-84.969285,68288717
396,554177.7754,1169082.768,Ateles geoffroyi,,Mono Araña,8,"Lim??n, CR",10.5723,-83.50492,68105967
397,554855.5227,1169724.374,Ateles geoffroyi,,Mono Araña,2,"Lim??n, CR",10.578091,-83.498718,68123596
398,387727.1528,1169959.048,Alouatta palliata,,Mono Congo,25,"Provincia de Guanacaste, Costa Rica",10.578942,-85.025939,68820673
399,387727.1528,1169959.048,Alouatta palliata,,Mono Congo,25,"Provincia de Guanacaste, Costa Rica",10.578942,-85.025939,68820673
400,564219.3444,1170302.385,Ateles geoffroyi,,Mono Araña,3,"Lim??n, CR",10.583169,-83.413142,68279175
401,551828.1283,1170320.094,Alouatta palliata,,Mono Congo,6,"Barra Del Colorado Wildlife Refuge, Pococi, Limon, CR",10.58352,-83.526374,68119565
402,551946.582,1170531.34,Alouatta palliata,,Mono Congo,2,"Barra Del Colorado Wildlife Refuge, Pococi, Limon, CR",10.585428,-83.525288,68125020
403,551939.5189,1170578.955,Cebus  imitator,,Mono Carablanca,5,"Barra Del Colorado Wildlife Refuge, Pococi, Limon, CR",10.585859,-83.525352,68125010
404,551861.0405,1170624.44,Alouatta palliata,,Mono Congo,3,"Pococ?¡, CR-LI, CR",10.586271,-83.526069,68234603
405,561049.5473,1171512.405,Ateles geoffroyi,,Mono Araña,3,"Lim??n, CR",10.594162,-83.442088,68118732
406,314918.9457,1173795.282,Alouatta palliata,,Mono Congo,7,"Calle Blanca, Liberia, Guanacaste, CR",10.610748,-85.691282,68927157
407,315036.8119,1173824.901,Alouatta palliata,,Mono Congo,7,"Calle Virador, Liberia, Guanacaste, CR",10.611021,-85.690207,68926848
408,314712.3304,1173863.254,Alouatta palliata,,Mono Congo,9,"Liberia, CR-GU, CR",10.611352,-85.693173,68927722
409,316004.8153,1173957.923,Cebus  imitator,,Mono Carablanca,12,"Oc?®ano Pac?¡fico Norte, Liberia, Guanacaste, CR",10.612271,-85.68137,68928739
410,315697.3044,1174533.031,Alouatta palliata,,Mono Congo,9,"Liberia, CR-GU, CR",10.617453,-85.684208,68930369
411,315787.9561,1174791.22,Alouatta palliata,,Mono Congo,8,"Liberia, CR-GU, CR",10.619791,-85.683392,68930541
412,338463.8954,1174708.607,Alouatta palliata,,Mono Congo,1,"Las Am?®ricas, Provincia de Guanacaste, Costa Rica",10.620086,-85.476219,68812430
413,338463.8969,1174708.915,Alouatta palliata,,Mono Congo,1,"Las Am?®ricas, Provincia de Guanacaste, Costa Rica",10.620089,-85.476219,68812429
414,338439.7366,1174716.695,Alouatta palliata,,Mono Congo,1,"Las Am?®ricas, Provincia de Guanacaste, Costa Rica",10.620158,-85.476441,68298801
415,338437.7374,1174719.762,Alouatta palliata,,Mono Congo,1,"Las Am?®ricas, Provincia de Guanacaste, Costa Rica",10.620186,-85.476459,68336157
416,315720.4714,1175022.427,Alouatta palliata,,Mono Congo,4,"Liberia, CR-GU, CR",10.621877,-85.68402,68930546
417,315719.4547,1175028.631,Alouatta palliata,,Mono Congo,15,"Liberia, Guanacaste, CR",10.621933,-85.68403,68934756
418,316538.8062,1175313.233,Alouatta palliata,,Mono Congo,1,"Calle Noche de Luna, Liberia, Guanacaste, CR",10.624545,-85.676559,68933739
419,315372.5322,1175383.704,Alouatta palliata,,Mono Congo,8,"Calle Prieta, Liberia, Guanacaste, CR",10.625125,-85.687217,68930573
420,316647.501,1175573.544,Cebus  imitator,,Mono Carablanca,22,"Oc?®ano Pac?¡fico Norte, Liberia, Guanacaste, CR",10.626903,-85.675579,68933746
421,315550.4597,1175589.9,Alouatta palliata,,Mono Congo,3,"Liberia, Guanacaste, CR",10.626998,-85.685602,68933737
422,316199.6434,1175606.623,Alouatta palliata,,Mono Congo,6,"Liberia, CR-GU, CR",10.62718,-85.679672,68934754
423,316437.5632,1175685.223,Alouatta palliata,,Mono Congo,17,"Liberia, CR-GU, CR",10.627902,-85.677502,68933742
424,545048.1927,1175379.29,Alouatta palliata,,Mono Congo,7,"Lim??n, Pococ?¡, Costa Rica",10.629348,-83.588269,68964876
425,545048.1927,1175379.29,Alouatta palliata,,Mono Congo,7,"Lim??n, Pococ?¡, Costa Rica",10.629348,-83.588269,68964876
426,318481.8104,1177213.207,Cebus  imitator,,Mono Carablanca,14,"Calle Andaz, Liberia, Guanacaste, CR",10.641811,-85.658901,68935025
427,533860.7728,1177245.275,Alouatta palliata,,Mono Congo,4,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.646337,-83.690502,68427272
428,319028.5988,1177729.466,Alouatta palliata,,Mono Congo,7,"Calle Andaz, Liberia, Guanacaste, CR",10.646503,-85.65393,68935300
429,410651.0718,1177470.035,Alouatta palliata,,Mono Congo,19,"Provincia de Alajuela, Guatuso, Costa Rica",10.647458,-84.816659,68222670
430,535487.7786,1177663.492,Alouatta palliata,,Mono Congo,5,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.650103,-83.675626,68427464
431,318669.1883,1178311.885,Alouatta palliata,,Mono Congo,9,"Liberia, CR-GU, CR",10.65175,-85.657242,68926644
432,561351.9921,1178440.588,Ateles geoffroyi,,Mono Araña,2,Costa Rica,10.656795,-83.43921,68686246
433,317524.8455,1179106.633,Alouatta palliata,,Mono Congo,9,"Liberia, CR-GU, CR",10.658877,-85.667737,68878611
434,536015.311,1179953.697,Cebus  imitator,,Mono Carablanca,3,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.670804,-83.670782,68427711
435,536087.2557,1179971.119,Alouatta palliata,,Mono Congo,5,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.670961,-83.670125,68427562
436,312828.1852,1180544.156,Ateles geoffroyi,,Mono Araña,3,"Guanacaste, CR",10.671637,-85.710722,68933743
437,546166.5752,1180556.516,Ateles geoffroyi,,Mono Araña,3,Costa Rica,10.676143,-83.577983,68698297
438,382962.2774,1183520.274,Alouatta palliata,,Mono Congo,6,"Provincia de Guanacaste, Bagaces, Costa Rica",10.70139,-85.069902,68564264
439,382962.2774,1183520.274,Alouatta palliata,,Mono Congo,6,"Provincia de Guanacaste, Bagaces, Costa Rica",10.70139,-85.069902,68564264
440,366704.5077,1184412.901,Alouatta palliata,,Mono Congo,12,"Provincia de Guanacaste, Guayabo, Costa Rica",10.708914,-85.218533,68701775
441,345710.1829,1185706.247,Alouatta palliata,,Mono Congo,1,"Guanacaste Province, Curuband?® de Liberia, Costa Rica",10.719795,-85.410471,68218458
442,345710.1829,1185706.247,Cebus  imitator,,Mono Carablanca,1,"Guanacaste Province, Curuband?® de Liberia, Costa Rica",10.719795,-85.410471,68218704
443,546503.0147,1185651.18,Alouatta palliata,,Mono Congo,1,"Lim??n, Pococ?¡, Costa Rica",10.722201,-83.574844,68686247
444,384396.5332,1186710.484,Alouatta palliata,,Mono Congo,4,"Provincia de Alajuela, Bijagua de Upala, Costa Rica",10.730274,-85.056892,68350544
445,384040.1609,1187065.956,Cebus  imitator,,Mono Carablanca,9,"Provincia de Alajuela, Bijagua de Upala, Costa Rica",10.733476,-85.060161,68521874
446,384040.1609,1187065.956,Cebus  imitator,,Mono Carablanca,9,"Provincia de Alajuela, Bijagua de Upala, Costa Rica",10.733476,-85.060161,68521874
447,338713.4307,1187298.012,Alouatta palliata,,Mono Congo,9,"Provincia de Guanacaste, Costa Rica",10.733886,-85.474488,68711847
448,387060.3551,1187784.862,Alouatta palliata,,Mono Congo,2,"Provincia de Alajuela, Costa Rica",10.740068,-85.032574,68821595
449,386695.0357,1187830.182,Cebus  imitator,,Mono Carablanca,5,"Provincia de Alajuela, Costa Rica",10.740467,-85.035915,68618239
450,386695.0357,1187830.182,Cebus  imitator,,Mono Carablanca,5,"Provincia de Alajuela, Costa Rica",10.740467,-85.035915,68618239
451,542717.5109,1193053.498,Alouatta palliata,,Mono Congo,1,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.789172,-83.609366,68427113
452,540723.4509,1194474.441,Alouatta palliata,,Mono Congo,1,"Lim??n, Pococ?¡, Costa Rica",10.802042,-83.627585,68686249
453,530427.7601,1200405.768,Ateles geoffroyi,,Mono Araña,2,Costa Rica,10.855768,-83.721688,68686248
454,316215.727,1210428.374,Alouatta palliata,,Mono Congo,8,"Guanacaste Province, Cuajiniquil, Costa Rica",10.941883,-85.681272,68810197
455,420286.7909,1211121.794,Ateles geoffroyi,,Mono Araña,1,Costa Rica,10.95191,-84.729326,68966531
456,315493.5319,1213691.162,Cebus  imitator,,Mono Carablanca,1,"Provinz Guanacaste, Costa Rica",10.971334,-85.688044,68249435
457,357686.0038,1216229.796,Ateles geoffroyi,,Mono Araña,3,Costa Rica,10.996175,-85.302206,68710799
