ID,x,y,Especie,Subespecie,Nombre común,Total,Lugar,lat,lng,id
199,374346.5002,1141050.626,Cebus  imitator,,Mono Carablanca,14,"Provincia de Guanacaste, Costa Rica",10.317195,-85.147234,68283445
200,374303.5646,1141122.937,Alouatta palliata,,Mono Congo,9,"Provincia de Guanacaste, Costa Rica",10.317847,-85.147629,68273894
201,374490.8074,1141185.811,Alouatta palliata,,Mono Congo,9,"Provincia de Guanacaste, Costa Rica",10.318422,-85.145922,68102285
202,374557.865,1141369.399,Cebus  imitator,,Mono Carablanca,14,"Ca??as, Guanacaste, CR",10.320083,-85.145315,68101228
203,366624.1341,1141863.687,Alouatta palliata,,Mono Congo,15,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.324287,-85.217758,68114935
204,366637.5002,1141873.776,Cebus  imitator,,Mono Carablanca,8,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.324378,-85.217637,68115418
205,374817.0194,1142312.21,Alouatta palliata,,Mono Congo,7,"Ca??as, CR-GU, CR",10.328615,-85.14298,68103873
206,374384.4219,1142356.15,Alouatta palliata,,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.328998,-85.146931,68100626
207,364007.903,1142435.173,Cebus  imitator,,Mono Carablanca,3,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.329362,-85.241662,68190044
208,409288.7599,1142301.123,Cebus  imitator,,Mono Carablanca,1,"Puntarenas Province, Monteverde, Costa Rica",10.329476,-84.828264,68780216
209,409288.7599,1142301.123,Cebus  imitator,,Mono Carablanca,1,"Puntarenas Province, Monteverde, Costa Rica",10.329476,-84.828264,68780216
210,409234.5153,1142317.069,Cebus  imitator,,Mono Carablanca,1,"Puntarenas Province, Monteverde, Costa Rica",10.329619,-84.828759,68275181
211,375110.1073,1142448.495,Cebus  imitator,,Mono Carablanca,17,"Ca??as, CR-GU, CR",10.329856,-85.140309,68105781
212,409341.3367,1142436.087,Alouatta palliata,,Mono Congo,1,"Puntarenas Province, Monteverde, Costa Rica",10.330697,-84.827787,68527722
213,409423.5855,1142463.079,Alouatta palliata,,Mono Congo,1,"Puntarenas Province, Monteverde, Costa Rica",10.330943,-84.827037,68625641
214,409429.5461,1142464.802,Alouatta palliata,,Mono Congo,1,"Puntarenas Province, Monteverde, Costa Rica",10.330959,-84.826982,68625520
215,409435.0502,1142465.645,Alouatta palliata,,Mono Congo,1,"Puntarenas Province, Monteverde, Costa Rica",10.330967,-84.826932,67938635
216,375322.1493,1142576.464,Alouatta palliata,,Mono Congo,11,"Provincia de Guanacaste, Costa Rica",10.33102,-85.138377,68105074
217,409418.3066,1142476.142,Alouatta palliata,,Mono Congo,1,"Puntarenas Province, Monteverde, Costa Rica",10.331061,-84.827085,68474910
218,301122.066,1142982.56,Alouatta palliata,,Mono Congo,18,"Prov?¡ncia de Guanacaste, Costa Rica",10.331589,-85.815695,68343419
219,368482.625,1142695.136,Alouatta palliata,,Mono Congo,1,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.331866,-85.200821,68121962
220,368485.1563,1142701.562,Alouatta palliata,,Mono Congo,1,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.331924,-85.200798,68763494
221,368484.3226,1142702.093,Alouatta palliata,,Mono Congo,2,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.331929,-85.200806,68839713
222,368418.7028,1142808.999,Alouatta palliata,,Mono Congo,9,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.332893,-85.201408,68839616
223,368417.9187,1142822.716,Alouatta palliata,,Mono Congo,2,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.333017,-85.201416,68191951
224,373922.4062,1142843.35,Alouatta palliata,,Mono Congo,7,"Provincia de Guanacaste, Costa Rica",10.333387,-85.151165,68423868
225,374003.9816,1142876.405,Cebus  imitator,,Mono Carablanca,13,"Provincia de Guanacaste, Costa Rica",10.333689,-85.150421,68681897
226,301041.2118,1143415.603,Alouatta palliata,,Mono Congo,34,"Prov?¡ncia de Guanacaste, Costa Rica",10.335498,-85.816455,68343506
227,301262.0703,1143525.378,Alouatta palliata,,Mono Congo,14,"Prov?¡ncia de Guanacaste, Costa Rica",10.336502,-85.814445,68343268
228,411406.4644,1143185.024,Alouatta palliata,,Mono Congo,9,"Provincia de Puntarenas, Monteverde, Costa Rica",10.337516,-84.808949,68835976
229,411406.4644,1143185.024,Alouatta palliata,,Mono Congo,9,"Provincia de Puntarenas, Monteverde, Costa Rica",10.337516,-84.808949,68835976
230,297989.8931,1143881.533,Alouatta palliata,,Mono Congo,115,"Playa Grande, Provincia de Guanacaste, Costa Rica",10.339551,-85.844328,68394005
231,373728.6417,1143689.211,Alouatta palliata,,Mono Congo,22,"Provincia de Guanacaste, Costa Rica",10.341027,-85.152962,68272994
232,303172.9792,1144233.95,Alouatta palliata,,Mono Congo,8,"Prov?¡ncia de Guanacaste, Costa Rica",10.343003,-85.797041,68393857
233,412813.9871,1143867.357,Cebus  imitator,,Mono Carablanca,7,Reserva de Santa Elena,10.343717,-84.796114,68521014
234,412813.9871,1143867.357,Cebus  imitator,,Mono Carablanca,7,Reserva de Santa Elena,10.343717,-84.796114,68521014
235,374087.3145,1144003.552,Alouatta palliata,,Mono Congo,15,"Reserva Forestal Taboga, Ca??as, Guanacaste, CR",10.343881,-85.149698,68346918
236,300859.1818,1144357.55,Alouatta palliata,,Mono Congo,10,"Prov?¡ncia de Guanacaste, Costa Rica",10.344001,-85.818165,68492658
237,353458.9543,1144215.564,Alouatta palliata,,Mono Congo,1,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.34507,-85.338028,68190210
238,353431.4064,1144220.289,Cebus  imitator,,Mono Carablanca,12,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.345112,-85.33828,68190439
239,371268.0085,1144267.664,Alouatta palliata,,Mono Congo,1,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.346175,-85.175446,68412957
240,371268.0085,1144267.664,Alouatta palliata,,Mono Congo,1,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.346175,-85.175446,68576842
241,299919.5013,1144613.587,Alouatta palliata,,Mono Congo,11,"Prov?¡ncia de Guanacaste, Costa Rica",10.346267,-85.826755,68394394
242,352435.8923,1144400.565,Alouatta palliata,,Mono Congo,1,"Parque Nacional Palo Verde, Bagaces, Guanacaste, CR",10.346703,-85.347375,68190574
243,371335.3372,1144396.545,Cebus  imitator,,Mono Carablanca,5,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.347342,-85.174835,68345020
244,371335.5634,1144457.944,Alouatta palliata,,Mono Congo,12,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.347898,-85.174835,68191276
245,371143.3871,1144465.51,Cebus  imitator,,Mono Carablanca,2,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.34796,-85.17659,68295691
246,371143.3871,1144465.51,Cebus  imitator,,Mono Carablanca,8,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.34796,-85.17659,68344210
247,371407.5675,1144495.025,Alouatta palliata,,Mono Congo,6,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.348235,-85.174179,68337267
248,371456.1277,1144519.849,Alouatta palliata,,Mono Congo,10,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.348461,-85.173737,68345303
249,399870.1576,1145178.283,Alouatta palliata,,Mono Congo,4,Mirador El ?üngel,10.355255,-84.914331,68549597
250,399870.1576,1145178.283,Cebus  imitator,,Mono Carablanca,21,Mirador El ?üngel,10.355255,-84.914331,68549755
251,566580.2955,1145330.17,Cebus  imitator,,Mono Carablanca,1,"Tortuguero National Park, Tortuguero, CR-LI-PO, CR-LI, CR",10.357352,-83.392008,68988092
252,566580.2955,1145330.17,Cebus  imitator,,Mono Carablanca,1,"Tortuguero National Park, Tortuguero, CR-LI-PO, CR-LI, CR",10.357352,-83.392008,68988092
253,546763.0246,1145777.35,Ateles geoffroyi,,Mono Araña,1,"Lim??n, CR",10.361686,-83.572964,68604090
254,371453.3429,1146259.413,Alouatta palliata,,Mono Congo,12,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.364186,-85.17382,68278848
255,371614.638,1146264.621,Alouatta palliata,,Mono Congo,6,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.364239,-85.172348,68407630
256,371576.2456,1146277.211,Alouatta palliata,,Mono Congo,8,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.364351,-85.172699,68565131
257,371228.9106,1146354.556,Alouatta palliata,,Mono Congo,5,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.365039,-85.175873,68191479
258,553393.4534,1146429.029,Alouatta palliata,,Mono Congo,3,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.367492,-83.512407,68608677
259,305128.8997,1147254.487,Alouatta palliata,,Mono Congo,14,"Provincia de Guanacaste, Huacas, Costa Rica",10.370399,-85.779343,68446610
260,372658.0115,1148234.232,Alouatta palliata,,Mono Congo,6,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.382078,-85.162888,68191661
261,301213.691,1149272.479,Alouatta palliata,,Mono Congo,1,"Santa Cruz, CR-GU, CR",10.388436,-85.815186,68747097
262,302454.4287,1150083.866,Alouatta palliata,,Mono Congo,1,"Santa Cruz, CR-GU, CR",10.395833,-85.803902,68778404
263,301417.856,1150139.765,Alouatta palliata,,Mono Congo,2,"Santa Cruz, CR-GU, CR",10.396285,-85.813367,69019386
264,301110.4085,1150180.057,Alouatta palliata,,Mono Congo,17,"Santa Cruz, CR-GU, CR",10.396633,-85.816176,68935529
265,301224.9273,1150218.265,Alouatta palliata,,Mono Congo,22,"Santa Cruz, CR-GU, CR",10.396984,-85.815132,68935489
266,354948.6251,1150149.275,Cebus  imitator,,Mono Carablanca,13,"Bagaces, Guanacaste, CR",10.398762,-85.324655,68161162
267,562757.0414,1150121.962,Ateles geoffroyi,,Mono Araña,2,"Lim??n, CR",10.40074,-83.42684,68128383
268,545574.8658,1150241.696,Ateles geoffroyi,,Mono Araña,2,"Lim??n, CR",10.402065,-83.58376,68427870
269,546074.2079,1150358.263,Ateles geoffroyi,,Mono Araña,2,"Lim??n, CR",10.403113,-83.579198,68499002
270,304011.9561,1150944.731,Alouatta palliata,,Mono Congo,1,"Guanacaste Province, Brasilito, Costa Rica",10.403692,-85.789728,68371280
271,555363.4079,1150751.461,Ateles geoffroyi,,Mono Araña,1,"Lim??n, CR",10.406545,-83.494355,68964878
272,555363.4079,1150751.461,Ateles geoffroyi,,Mono Araña,1,"Lim??n, CR",10.406545,-83.494355,68964878
273,500502.0073,1151402.727,Ateles geoffroyi,,Mono Araña,1,Costa Rica,10.412832,-83.995415,68272170
274,559457.9812,1152210.641,Ateles geoffroyi,,Mono Araña,4,"Lim??n, CR",10.419677,-83.456937,68348966
275,361196.6196,1152452.192,Alouatta palliata,,Mono Congo,10,"Guanacaste Province, Bagaces, Costa Rica",10.41981,-85.26769,68603895
276,559820.8662,1152328.617,Ateles geoffroyi,,Mono Araña,5,"Lim??n, CR",10.420738,-83.453621,68427771
277,419561.5429,1152890.557,Cebus  imitator,,Mono Carablanca,12,"La Fortuna, Provincia de Alajuela, San Carlos, Costa Rica",10.425441,-84.734694,68740606
278,419561.5429,1152890.557,Cebus  imitator,,Mono Carablanca,12,"La Fortuna, Provincia de Alajuela, San Carlos, Costa Rica",10.425441,-84.734694,68740606
279,420171.4158,1153006.442,Alouatta palliata,,Mono Congo,13,"La Fortuna, Provincia de Alajuela, San Carlos, Costa Rica",10.426501,-84.729127,68740803
280,549963.3887,1153042.465,Ateles geoffroyi,,Mono Araña,2,"Lim??n, CR",10.427333,-83.543643,68182749
281,491851.0702,1153358.059,Alouatta palliata,,Mono Congo,4,"Heredia, Sarapiqu?¡, Costa Rica",10.430503,-84.074432,68567522
282,492499.3865,1153563.559,Alouatta palliata,,Mono Congo,8,"Heredia, Sarapiqu?¡, Costa Rica",10.432363,-84.068511,68578432
283,418111.7051,1153812.293,Ateles geoffroyi,,Mono Araña,5,"Alajuela, CR",10.433744,-84.747956,68711106
284,354124.2494,1154179.267,Alouatta palliata,,Mono Congo,4,"Bagaces, Guanacaste, CR",10.435159,-85.332336,68505657
285,422427.6214,1154132.185,Alouatta palliata,,Mono Congo,6,"La Fortuna, Provincia de Alajuela, San Carlos, Costa Rica",10.436726,-84.708543,68711678
286,553753.7609,1154162.128,Ateles geoffroyi,,Mono Araña,3,"Lim??n, CR",10.437405,-83.509008,68385269
287,491341.647,1154192.139,Alouatta palliata,,Mono Congo,1,Costa Rica,10.438043,-84.079087,68567375
288,385427.4678,1154950.419,Alouatta palliata,,Mono Congo,14,"Libano - Javilla, Provincia de Guanacaste, Costa Rica",10.443194,-85.046494,68576616
289,488576.4009,1154856.882,Alouatta palliata,,Mono Congo,1,"Heredia, Sarapiqu?¡, Costa Rica",10.444047,-84.104348,68298272
290,556530.1324,1155714.983,Ateles geoffroyi,,Mono Araña,2,"Lim??n, CR",10.451404,-83.483626,68123984
291,560567.6847,1155730.997,Ateles geoffroyi,,Mono Araña,1,"Lim??n, CR",10.451487,-83.446746,68385214
292,469276.2888,1155903.045,Alouatta palliata,,Mono Congo,1,"Provincia de Alajuela, Pital, Costa Rica",10.453399,-84.28065,68429757
293,564584.5199,1155991.586,Ateles geoffroyi,,Mono Araña,7,"Lim??n, CR",10.453778,-83.410051,68108107
294,565282.2897,1156167.934,Ateles geoffroyi,,Mono Araña,10,"Lim??n, CR",10.45536,-83.403674,68295161
295,395501.6832,1156320.318,Cebus  imitator,,Mono Carablanca,6,"Provincia de Guanacaste, Tilar?ín, Costa Rica",10.455867,-84.954524,68569190
296,395501.6832,1156320.318,Cebus  imitator,,Mono Carablanca,6,"Provincia de Guanacaste, Tilar?ín, Costa Rica",10.455867,-84.954524,68569190
297,470325.6543,1156228.494,Alouatta palliata,,Mono Congo,7,"Parada de San Carlos - Boca Tapada, Provincia de Alajuela, Pital, Costa Rica",10.45635,-84.271067,68349971
298,544809.5711,1156256.393,Ateles geoffroyi,,Mono Araña,6,"Lim??n, CR",10.456455,-83.590679,68375022
299,493690.0863,1156341.457,Alouatta palliata,,Mono Congo,2,"Heredia, Sarapiqu?¡, Costa Rica",10.457481,-84.05764,68777678
300,505914.0833,1156356.227,Alouatta palliata,,Mono Congo,1,"Sarapiqu?¡, Heredia, CR",10.457616,-83.945976,68273294
301,546370.8196,1156771.193,Ateles geoffroyi,,Mono Araña,1,"Lim??n, CR",10.461091,-83.576411,68667131
302,549740.7611,1157004.576,Ateles geoffroyi,,Mono Araña,2,"Lim??n, CR",10.463158,-83.545625,68447839
303,549841.4927,1157201.894,Ateles geoffroyi,,Mono Araña,4,"Lim??n, CR",10.464941,-83.544702,68375000
304,564983.1038,1157635.007,Ateles geoffroyi,,Mono Araña,1,"Lim??n, CR",10.468629,-83.406382,68516230
305,395003.4956,1158198.423,Alouatta palliata,,Mono Congo,9,"Provincia de Guanacaste, Tilar?ín, Costa Rica",10.472832,-84.959126,68704810
306,395003.4956,1158198.423,Alouatta palliata,,Mono Congo,9,"Provincia de Guanacaste, Tilar?ín, Costa Rica",10.472832,-84.959126,68704810
307,470564.9789,1158431.643,Alouatta palliata,,Mono Congo,1,"Provincia de Alajuela, San Carlos, Costa Rica",10.476272,-84.268898,68571554
308,547722.3816,1158560.05,Ateles geoffroyi,,Mono Araña,3,"Lim??n, CR",10.477248,-83.564042,68896013
309,547111.1176,1158777.797,Ateles geoffroyi,,Mono Araña,1,"Lim??n, CR",10.479224,-83.569624,68182081
310,556460.3763,1159157.904,Ateles geoffroyi,,Mono Araña,10,"Lim??n, CR",10.482534,-83.484211,68107064
311,547134.5267,1159254.271,Ateles geoffroyi,,Mono Araña,8,"Lim??n, CR",10.483532,-83.569404,68106161
312,348648.6507,1160044.547,Cebus  imitator,,Mono Carablanca,12,"Provincia de Guanacaste, Bagaces, Costa Rica",10.487963,-85.382572,68522393
313,564954.5996,1160130.676,Ateles geoffroyi,,Mono Araña,2,"Lim??n, CR",10.491193,-83.406599,68112342
314,348467.4209,1160488.923,Cebus  imitator,,Mono Carablanca,9,"Provincia de Guanacaste, Bagaces, Costa Rica",10.491972,-85.384245,68762754
315,404887.1985,1160340.16,Alouatta palliata,,Mono Congo,9,"Provincia de Guanacaste, Costa Rica",10.492454,-84.868902,68703532
316,404887.1985,1160340.16,Alouatta palliata,,Mono Congo,13,"Provincia de Guanacaste, Costa Rica",10.492454,-84.868902,68703532
317,392160.3837,1161039.312,Alouatta palliata,,Mono Congo,5,"Unnamed Road, Guanacaste Province, Costa Rica",10.498435,-84.985176,68806001
318,349354.4828,1161538.592,Alouatta palliata,,Mono Congo,10,"Bagaces, CR-GU, CR",10.501495,-85.376185,68505624
319,399250.9816,1161452.383,Alouatta palliata,,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.502364,-84.920416,68734835
320,399250.9816,1161452.383,Alouatta palliata,,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.502364,-84.920416,68734835
321,556177.438,1161419.181,Ateles geoffroyi,,Mono Araña,1,"Lim??n, CR",10.502983,-83.486762,68020822
322,395509.5857,1161791.051,Alouatta palliata,,Mono Congo,6,"Provincia de Guanacaste, Costa Rica",10.505325,-84.954603,68214394
323,349946.1268,1161998.581,Alouatta palliata,,Mono Congo,8,"Bagaces, CR-GU, CR",10.505676,-85.3708,68494204
324,396511.6201,1161995.852,Alouatta palliata,,Mono Congo,4,"Provincia de Guanacaste, Costa Rica",10.507203,-84.945455,68827692
325,396511.6201,1161995.852,Alouatta palliata,,Mono Congo,4,"Provincia de Guanacaste, Costa Rica",10.507203,-84.945455,68827692
326,350190.1599,1162237.86,Cebus  imitator,,Mono Carablanca,18,"Reserva Biol??gica Lomas De Barbudal, Bagaces, Guanacaste, CR",10.507849,-85.36858,68494726
327,350251.8899,1162764.125,Alouatta palliata,,Mono Congo,9,"Reserva Biol??gica Lomas De Barbudal, Bagaces, Guanacaste, CR",10.512608,-85.368037,68505573
328,406115.7943,1162609.435,Alouatta palliata,,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.513,-84.857735,68637915
329,406115.7943,1162609.435,Alouatta palliata,,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.513,-84.857735,68637915
330,362325.444,1162946.388,Cebus  imitator,,Mono Carablanca,15,"Bagaces, Guanacaste, CR",10.514712,-85.257764,68175660
331,559586.11,1162804.278,Ateles geoffroyi,,Mono Araña,2,"Lim??n, CR",10.515454,-83.4556,68498508
332,358249.6726,1163208.738,Alouatta palliata,,Mono Congo,12,"De posada llanos del cort?®s 3 kilometro camino al pueblo de llanos llegan a la Esquina de la plaza de futbol a mano derecha 2.5 kilometros Guanacaste Bagaces llanos del cortes, Provincia de Guanacaste, Bagaces, Costa Rica",10.516934,-85.295003,68817534
333,382402.4974,1163820.575,Alouatta palliata,,Mono Congo,6,"Provincia de Guanacaste, Costa Rica",10.523289,-85.074396,68734587
334,382402.4974,1163820.575,Alouatta palliata,,Mono Congo,6,"Provincia de Guanacaste, Costa Rica",10.523289,-85.074396,68734587
335,486805.8569,1164036.722,Alouatta palliata,,Mono Congo,2,"Heredia, Sarapiqu?¡, Costa Rica",10.527041,-84.120553,68462391
336,553403.1157,1164134.482,Alouatta palliata,,Mono Congo,5,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.527572,-83.512069,68449893
337,553229.4818,1164158.441,Alouatta palliata,,Mono Congo,5,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.527791,-83.513656,68182971
338,553486.0688,1164184.26,Alouatta palliata,,Mono Congo,1,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.528021,-83.511311,68667160
339,544232.7743,1164213.202,Ateles geoffroyi,,Mono Araña,7,"Lim??n, CR",10.528402,-83.595854,68499908
340,308832.036,1164800.08,Alouatta palliata,,Mono Congo,1,"Provincia de Guanacaste, Costa Rica",10.529151,-85.746427,68328295
341,308833.0601,1164801.115,Alouatta palliata,,Mono Congo,18,"Provincia de Guanacaste, Costa Rica",10.52916,-85.746418,68218976
342,308876.2759,1164833.708,Alouatta palliata,,Mono Congo,1,"Provincia de Guanacaste, Costa Rica",10.529457,-85.746025,68280060
343,308846.4886,1164837.04,Alouatta palliata,,Mono Congo,1,"Provincia de Guanacaste, Costa Rica",10.529486,-85.746297,68776391
344,308858.2082,1164867.322,Alouatta palliata,,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.52976,-85.746192,68237890
345,555137.8913,1164396.226,Alouatta palliata,,Mono Congo,4,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.529914,-83.496216,68182071
346,552882.5868,1164429.542,Alouatta palliata,,Mono Congo,2,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.530247,-83.516821,68410969
347,555044.5097,1164536.942,Alouatta palliata,,Mono Congo,12,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.531187,-83.497067,68772701
348,362246.4523,1164791.818,Alouatta palliata,,Mono Congo,17,"Avenida 15A, Bagaces, Guanacaste, CR",10.531391,-85.258553,68168472
349,554999.8064,1164676.754,Cebus  imitator,,Mono Carablanca,1,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.532452,-83.497473,68772641
350,554963.9261,1164717.927,Alouatta palliata,,Mono Congo,1,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.532825,-83.497801,68449846
351,552879.5103,1164729.152,Alouatta palliata,,Mono Congo,7,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.532956,-83.516845,68449938
352,554952.8021,1164734.777,Alouatta palliata,,Mono Congo,8,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.532977,-83.497902,68181703
353,554575.882,1164842.598,Alouatta palliata,,Mono Congo,1,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.533958,-83.501344,68348891
354,554574.9755,1164877.314,Cebus  imitator,,Mono Carablanca,9,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.534272,-83.501352,68348845
355,554844.55,1164898.759,Alouatta palliata,,Mono Congo,2,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.534462,-83.498889,68791626
356,554841.1266,1164910.214,Alouatta palliata,,Mono Congo,3,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.534565,-83.49892,68427966
357,554833.3823,1164924.058,Alouatta palliata,,Mono Congo,11,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.534691,-83.49899,68667255
358,554647.6853,1164932.4,Alouatta palliata,,Mono Congo,4,"Parque Nacional Tortuguero, Pococ?¡, Lim??n, CR",10.534769,-83.500687,68446618
359,554420.745,1164953.294,Alouatta palliata,,Mono Congo,3,"Tortuguero National Park, Tortuguero, CR-LI-PO, CR-LI, CR",10.534961,-83.50276,68301325
360,554827.6102,1164978.367,Cebus  imitator,,Mono Carablanca,1,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.535182,-83.499042,68499332
361,554808.792,1165015.882,Alouatta palliata,,Mono Congo,5,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.535521,-83.499214,68499117
362,554633.6356,1165081.5,Alouatta palliata,,Mono Congo,5,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.536117,-83.500813,68107580
363,554740.7614,1165124.012,Alouatta palliata,,Mono Congo,1,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.5365,-83.499834,68498870
364,553789.8747,1165160.973,Alouatta palliata,,Mono Congo,4,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.536848,-83.508521,68772062
365,553792.4992,1165173.295,Alouatta palliata,,Mono Congo,1,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.536959,-83.508497,68182257
366,554317.73,1165198.34,Cebus  imitator,,Mono Carablanca,1,"Lim??n, Pococ?¡, Costa Rica",10.537178,-83.503698,68964877
367,554317.73,1165198.34,Cebus  imitator,,Mono Carablanca,1,"Lim??n, Pococ?¡, Costa Rica",10.537178,-83.503698,68964877
368,554526.2464,1165202.818,Alouatta palliata,,Mono Congo,6,"Tortuguero, Lim??n, Costa Rica",10.537215,-83.501792,68375073
369,554272.4881,1165216.078,Cebus  imitator,,Mono Carablanca,5,"Lim??n, Pococ?¡, Costa Rica",10.537339,-83.504111,68964879
370,554272.4881,1165216.078,Cebus  imitator,,Mono Carablanca,5,"Lim??n, Pococ?¡, Costa Rica",10.537339,-83.504111,68964879
371,554402.201,1165220.682,Alouatta palliata,,Mono Congo,3,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.537379,-83.502926,68772229
372,554331.7869,1165241.647,Alouatta palliata,,Mono Congo,4,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.537569,-83.503569,68772184
373,554710.6622,1165277.059,Cebus  imitator,,Mono Carablanca,1,"Tortuguero, Lim??n, Costa Rica",10.537884,-83.500106,68498400
374,554436.3933,1165286.84,Cebus  imitator,,Mono Carablanca,1,"Pococ?¡, Lim??n, CR",10.537976,-83.502612,68294758
375,554453.3969,1165295.48,Cebus  imitator,,Mono Carablanca,1,"Pococ?¡, CR-LI, CR",10.538054,-83.502457,68347585
376,554569.8809,1165318.959,Alouatta palliata,,Mono Congo,5,"Pococi, Limon, CR",10.538265,-83.501392,68106229
377,554442.2326,1165330.056,Alouatta palliata,,Mono Congo,6,"Pococ?¡, CR-LI, CR",10.538367,-83.502558,68112317
378,554578.0823,1165332.119,Alouatta palliata,,Mono Congo,11,"Tortuguero, Lim??n, Costa Rica",10.538384,-83.501317,68348720
379,554585.3774,1165333.022,Alouatta palliata,,Mono Congo,5,"Tortuguero, Lim??n, Costa Rica",10.538392,-83.50125,68301352
380,554481.3324,1165363.926,Alouatta palliata,,Mono Congo,1,"Tortuguero, Lim??n, Costa Rica",10.538673,-83.5022,68375051
381,554483.0196,1165444.139,Alouatta palliata,,Mono Congo,12,"Tortuguero, Lim??n, Costa Rica",10.539398,-83.502184,68385980
382,362828.0698,1165732.46,Alouatta palliata,,Mono Congo,10,"164, La Horquetilla, Provincia de Guanacaste, Bagaces, Costa Rica",10.539915,-85.253275,68779864
383,362828.0698,1165732.46,Alouatta palliata,,Mono Congo,10,"164, La Horquetilla, Provincia de Guanacaste, Bagaces, Costa Rica",10.539915,-85.253275,68779864
384,554409.4243,1165535.03,Alouatta palliata,,Mono Congo,1,"Tortuguero, Lim??n, Costa Rica",10.540221,-83.502855,68105198
385,554409.4243,1165535.03,Alouatta palliata,,Mono Congo,4,"Tortuguero, Lim??n, Costa Rica",10.540221,-83.502855,68106051
386,543850.7924,1165564.865,Ateles geoffroyi,,Mono Araña,1,"Lim??n, CR",10.540627,-83.599328,68107437
387,555219.656,1165713.33,Ateles geoffroyi,,Mono Araña,2,"Lim??n, CR",10.541821,-83.495449,68667222
388,554463.7278,1165785.437,Alouatta palliata,,Mono Congo,1,"Tortuguero, Lim??n, Costa Rica",10.542484,-83.502355,69281654
389,311367.1379,1166297.143,Alouatta palliata,,Mono Congo,1,"Carrillo, Guanacaste, CR",10.542808,-85.72335,68556034
390,361698.0716,1166276.933,Alouatta palliata,,Mono Congo,19,"Residencial Don Miguel, Provincia de Guanacaste, Bagaces, Costa Rica",10.544795,-85.263618,68116639
391,365007.0689,1166715.637,Alouatta palliata,,Mono Congo,9,"Bagaces, Guanacaste, CR",10.54888,-85.233405,68830854
392,314479.143,1167270.049,Alouatta palliata,,Mono Congo,5,"Calle La Chorrera, Carrillo, Guanacaste, CR",10.551754,-85.694976,68869883
393,544716.7351,1167003.323,Ateles geoffroyi,,Mono Araña,3,"Lim??n, CR",10.553623,-83.591399,68896127
394,552931.5138,1167670.818,Alouatta palliata,,Mono Congo,1,"Colorado, Lim??n, Pococ?¡, Costa Rica",10.559552,-83.516328,68895922
